date,매출액,영업이익,당기순이익,자산,부채,자본,유동비율,부채비율,영업이익률,ROA,ROIC,PER,PSR,PCR,PBR,총현금흐름,종목코드,종목명,ROE
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A009540.KS,HD한국조선해양,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A009540.KS,HD한국조선해양,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A009540.KS,HD한국조선해양,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A009540.KS,HD한국조선해양,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A009540.KS,HD한국조선해양,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A259960.KS,크래프톤,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A259960.KS,크래프톤,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A259960.KS,크래프톤,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A259960.KS,크래프톤,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A259960.KS,크래프톤,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A011200.KS,HMM,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A011200.KS,HMM,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A011200.KS,HMM,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A011200.KS,HMM,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A011200.KS,HMM,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A015760.KS,한국전력,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A015760.KS,한국전력,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A015760.KS,한국전력,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A015760.KS,한국전력,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A015760.KS,한국전력,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A003550.KS,LG,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A003550.KS,LG,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A003550.KS,LG,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A003550.KS,LG,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A003550.KS,LG,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A033780.KS,KT&G,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A033780.KS,KT&G,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A033780.KS,KT&G,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A033780.KS,KT&G,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A033780.KS,KT&G,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A017670.KS,SK텔레콤,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A017670.KS,SK텔레콤,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A017670.KS,SK텔레콤,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A017670.KS,SK텔레콤,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A017670.KS,SK텔레콤,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A018260.KS,삼성에스디에스,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A018260.KS,삼성에스디에스,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A018260.KS,삼성에스디에스,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A018260.KS,삼성에스디에스,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A018260.KS,삼성에스디에스,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A267260.KS,HD현대일렉트릭,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A267260.KS,HD현대일렉트릭,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A267260.KS,HD현대일렉트릭,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A267260.KS,HD현대일렉트릭,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A267260.KS,HD현대일렉트릭,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A009150.KS,삼성전기,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A009150.KS,삼성전기,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A009150.KS,삼성전기,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A009150.KS,삼성전기,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A009150.KS,삼성전기,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A034020.KS,두산에너빌리티,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A034020.KS,두산에너빌리티,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A034020.KS,두산에너빌리티,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A034020.KS,두산에너빌리티,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A034020.KS,두산에너빌리티,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A316140.KS,우리금융지주,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A316140.KS,우리금융지주,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A316140.KS,우리금융지주,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A316140.KS,우리금융지주,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A316140.KS,우리금융지주,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A024110.KS,기업은행,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A024110.KS,기업은행,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A024110.KS,기업은행,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A024110.KS,기업은행,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A024110.KS,기업은행,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A010130.KS,고려아연,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A010130.KS,고려아연,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A010130.KS,고려아연,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A010130.KS,고려아연,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A010130.KS,고려아연,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A042700.KS,한미반도체,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A042700.KS,한미반도체,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A042700.KS,한미반도체,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A042700.KS,한미반도체,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A042700.KS,한미반도체,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A323410.KS,카카오뱅크,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A323410.KS,카카오뱅크,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A323410.KS,카카오뱅크,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A323410.KS,카카오뱅크,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A323410.KS,카카오뱅크,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A402340.KS,SK스퀘어,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A402340.KS,SK스퀘어,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A402340.KS,SK스퀘어,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A402340.KS,SK스퀘어,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A402340.KS,SK스퀘어,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A034730.KS,SK,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A034730.KS,SK,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A034730.KS,SK,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A034730.KS,SK,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A034730.KS,SK,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A030200.KS,KT,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A030200.KS,KT,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A030200.KS,KT,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A030200.KS,KT,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A030200.KS,KT,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A096770.KS,SK이노베이션,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A096770.KS,SK이노베이션,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A096770.KS,SK이노베이션,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A096770.KS,SK이노베이션,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A096770.KS,SK이노베이션,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A010140.KS,삼성중공업,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A010140.KS,삼성중공업,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A010140.KS,삼성중공업,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A010140.KS,삼성중공업,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A010140.KS,삼성중공업,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A042660.KS,한화오션,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A042660.KS,한화오션,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A042660.KS,한화오션,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A042660.KS,한화오션,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A042660.KS,한화오션,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A364690.KS,KODEX CD금리액티브(합성),
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A364690.KS,KODEX CD금리액티브(합성),13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A364690.KS,KODEX CD금리액티브(합성),15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A364690.KS,KODEX CD금리액티브(합성),4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A364690.KS,KODEX CD금리액티브(합성),1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A047050.KS,포스코인터내셔널,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A047050.KS,포스코인터내셔널,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A047050.KS,포스코인터내셔널,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A047050.KS,포스코인터내셔널,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A047050.KS,포스코인터내셔널,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A086280.KS,현대글로비스,
2021/12,2796048.0,516339.0,399075.0,4266212.0,1217212.0,3048999.0,247.6,39.9,18.5,9.9,23.9,13.55,1.90,7.24,1.80,728698,A086280.KS,현대글로비스,13.088721905123615
2022/12,3022314.0,433766.0,556541.0,4484245.0,936749.0,3547496.0,278.9,26.4,14.4,12.7,25.9,6.86,1.24,4.00,1.09,910900,A086280.KS,현대글로비스,15.688277026950843
2023/12,2589355.0,65670.0,154871.0,4559060.0,922281.0,3636779.0,258.8,25.4,2.5,3.4,3.8,36.84,2.06,10.03,1.51,479071,A086280.KS,현대글로비스,4.258466076712388
2024/03,719156.0,66060.0,67547.0,4708998.0,989837.0,3719161.0,255.0,26.6,9.2,5.8,8.7,,,,1.54,157408,A086280.KS,현대글로비스,1.8161891889057775
2020/12,,,,,,,262.2,37.1,15.2,7.2,17.2,21.09,2.32,9.75,2.06,564882,A352820.KS,하이브,
